ID,RootVolume,Genotype,Stage,FolderName,PlantNumber,ImagePaths_L,ImagePaths_R,Layers_L,Layers_R
ID_717973_Dmcd2q,0.8,IBA980581,Early,Vinlgebupo,6,"['/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_023.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_024.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_025.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_026.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_027.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_028.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_029.png']",[],"[23, 24, 25, 26, 27, 28, 29]",[]
ID_718181_Bslpwx,1.5,IBA154810,Early,Ypktwvqjbn,7,"['/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_033.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_034.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_035.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_036.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_037.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_038.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_039.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_040.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_041.png']",[],"[33, 34, 35, 36, 37, 38, 39, 40, 41]",[]
ID_721485_Slgu6q,2.1,TMEB419,Early,Mskdmpitqk,4,"['/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_021.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_022.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_023.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_024.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_025.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_026.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_027.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_028.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_029.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_030.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_031.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_032.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_033.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_034.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_035.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_036.png']",[],"[21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",[]
ID_722021_Zddwq1,3.0,IBA154810,Early,Rzyf8hal4j,3,"['/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_032.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_033.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_034.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_035.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_036.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_037.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_038.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_039.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_040.png']",[],"[32, 33, 34, 35, 36, 37, 38, 39, 40]",[]
ID_723964_Ywt632,0.5,TMEB419,Early,Pucqtyga9u,6,"['/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_L_030.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_L_031.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_L_032.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_L_033.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_L_034.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_L_035.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_L_036.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_L_037.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_L_038.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_L_039.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_L_040.png']",[],"[30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",[]
ID_726494_Kdje9g,1.8,IITA-TMS-IBA000070,Early,Zbjyzgqwtu,3,"['/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_L_022.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_L_023.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_L_024.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_L_025.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_L_026.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_L_027.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_L_028.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_L_029.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_L_030.png']",[],"[22, 23, 24, 25, 26, 27, 28, 29, 30]",[]
ID_737506_Hrpn4d,3.1,IITA-TMS-IBA000070,Early,Hc3b9gicdo,5,"['/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_037.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_038.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_039.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_040.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_041.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_042.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_043.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_044.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_045.png']",[],"[37, 38, 39, 40, 41, 42, 43, 44, 45]",[]
ID_737941_Ojh6bl,0.9,IBA154810,Early,Ypktwvqjbn,4,"['/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_033.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_034.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_035.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_036.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_037.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_038.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_039.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_040.png', '/Users/yuvenblowria/MLPR/data/Ypktwvqjbn/Ypktwvqjbn_L_041.png']",[],"[33, 34, 35, 36, 37, 38, 39, 40, 41]",[]
ID_744473_Wa9j0w,0.7,DIXON,Early,Ceibvxd51g,4,[],"['/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_037.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_038.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_039.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_040.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_041.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_042.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_043.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_044.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_045.png']",[],"[37, 38, 39, 40, 41, 42, 43, 44, 45]"
ID_747419_Zihzns,2.1,IITA-TMS-IBA000070,Early,F1p0lhe1ij,4,[],"['/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_030.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_031.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_032.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_033.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_034.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_035.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_036.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_037.png']",[],"[30, 31, 32, 33, 34, 35, 36, 37]"
ID_747792_Ofa0wh,3.7,IBA154810,Early,Izbgyxre0g,6,[],"['/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_022.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_023.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_024.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_025.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_026.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_027.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_028.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_029.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_030.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_031.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_032.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_033.png']",[],"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
ID_748330_Wng7lt,0.2,IBA980581,Early,Kjvcz6bjfj,5,[],"['/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_026.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_027.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_028.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_029.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_030.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_031.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_032.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_033.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_034.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_035.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_036.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_037.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_038.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_039.png']",[],"[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]"
ID_750020_Djqltk,0.1,DIXON,Early,Ceibvxd51g,5,[],"['/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_037.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_038.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_039.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_040.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_041.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_042.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_043.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_044.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_045.png']",[],"[37, 38, 39, 40, 41, 42, 43, 44, 45]"
ID_750705_Fl3z8e,0.5,DIXON,Early,Ot13d4nq6t,3,"['/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_041.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_042.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_043.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_044.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_045.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_046.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_047.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_048.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_049.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_050.png']",[],"[41, 42, 43, 44, 45, 46, 47, 48, 49, 50]",[]
ID_753044_J7koen,2.2,IBA154810,Early,Izbgyxre0g,5,[],"['/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_022.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_023.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_024.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_025.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_026.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_027.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_028.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_029.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_030.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_031.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_032.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_R_033.png']",[],"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
ID_754042_Owwqpa,2.7,IBA980581,Early,Tbhppxjkvr,5,"['/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_022.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_023.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_024.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_025.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_026.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_027.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_028.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_029.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_030.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_031.png']",[],"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",[]
ID_754285_Xoi0da,0.5,TMEB419,Early,Pw4ytibfql,2,"['/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_025.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_026.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_027.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_028.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_029.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_030.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_031.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_032.png']",[],"[25, 26, 27, 28, 29, 30, 31, 32]",[]
ID_755935_Bzrkjq,4.2,IITA-TMS-IBA000070,Late,Aevcaxguiw,2,"['/Users/yuvenblowria/MLPR/data/Aevcaxguiw/Aevcaxguiw_L_008.png', '/Users/yuvenblowria/MLPR/data/Aevcaxguiw/Aevcaxguiw_L_009.png', '/Users/yuvenblowria/MLPR/data/Aevcaxguiw/Aevcaxguiw_L_010.png', '/Users/yuvenblowria/MLPR/data/Aevcaxguiw/Aevcaxguiw_L_011.png', '/Users/yuvenblowria/MLPR/data/Aevcaxguiw/Aevcaxguiw_L_012.png', '/Users/yuvenblowria/MLPR/data/Aevcaxguiw/Aevcaxguiw_L_013.png', '/Users/yuvenblowria/MLPR/data/Aevcaxguiw/Aevcaxguiw_L_014.png', '/Users/yuvenblowria/MLPR/data/Aevcaxguiw/Aevcaxguiw_L_015.png', '/Users/yuvenblowria/MLPR/data/Aevcaxguiw/Aevcaxguiw_L_016.png']",[],"[8, 9, 10, 11, 12, 13, 14, 15, 16]",[]
ID_757689_Dcife2,2.8,IITA-TMS-IBA000070,Early,Vlcavd4dwj,3,"['/Users/yuvenblowria/MLPR/data/Vlcavd4dwj/Vlcavd4dwj_L_034.png', '/Users/yuvenblowria/MLPR/data/Vlcavd4dwj/Vlcavd4dwj_L_035.png', '/Users/yuvenblowria/MLPR/data/Vlcavd4dwj/Vlcavd4dwj_L_036.png', '/Users/yuvenblowria/MLPR/data/Vlcavd4dwj/Vlcavd4dwj_L_037.png', '/Users/yuvenblowria/MLPR/data/Vlcavd4dwj/Vlcavd4dwj_L_038.png', '/Users/yuvenblowria/MLPR/data/Vlcavd4dwj/Vlcavd4dwj_L_039.png', '/Users/yuvenblowria/MLPR/data/Vlcavd4dwj/Vlcavd4dwj_L_040.png', '/Users/yuvenblowria/MLPR/data/Vlcavd4dwj/Vlcavd4dwj_L_041.png', '/Users/yuvenblowria/MLPR/data/Vlcavd4dwj/Vlcavd4dwj_L_042.png']",[],"[34, 35, 36, 37, 38, 39, 40, 41, 42]",[]
ID_760708_Etomqh,2.6,IBA154810,Early,Jrem9eo37e,3,[],"['/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_023.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_024.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_025.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_026.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_027.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_028.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_029.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_030.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_031.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_032.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_033.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_034.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_035.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_036.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_037.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_038.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_039.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_040.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_R_041.png']",[],"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]"
ID_761355_Ksxzhs,1.7,IBA154810,Early,Hzapvbcfm8,2,[],"['/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_024.png', '/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_025.png', '/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_026.png', '/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_027.png', '/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_028.png', '/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_029.png', '/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_030.png']",[],"[24, 25, 26, 27, 28, 29, 30]"
ID_769193_Hzpyfs,2.9,IBA980581,Early,Vwsx0beaxb,4,"['/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_L_027.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_L_028.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_L_029.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_L_030.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_L_031.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_L_032.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_L_033.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_L_034.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_L_035.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_L_036.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_L_037.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_L_038.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_L_039.png']",[],"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",[]
ID_770667_Dphygt,1.4,IBA154810,Early,Rzyf8hal4j,5,"['/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_032.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_033.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_034.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_035.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_036.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_037.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_038.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_039.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_040.png']",[],"[32, 33, 34, 35, 36, 37, 38, 39, 40]",[]
ID_772320_Mbgwbz,2.1,TMEB693,Early,Vbkivqphuz,3,[],"['/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_R_030.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_R_031.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_R_032.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_R_033.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_R_034.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_R_035.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_R_036.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_R_037.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_R_038.png']",[],"[30, 31, 32, 33, 34, 35, 36, 37, 38]"
